startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,gender,race,party,age,q_children,q_edu,q_inc,q_zip,q_health,q_health_yn_1,q_health_yn_2,q_health_yn_3,q_health_yn_4,q_health_yn_5,q_health_yn_6,q_trust_general_1,q_trust_general_2,q_trust_general_3,q_trust_general_4,q_trust_general_5,q_trust_general_6,q_trust_general_7,q_trust_general_8,q_trust_general_9,q_trust_general_10,q_trust_general_11,q_trust_general_12,q_consume_general_1,q_consume_general_2,q_consume_general_3,q_consume_general_4,q_consume_general_5,q_consume_general_6,q_consume_general_7,q_consume_general_8,q_consume_general_9,q_consume_general_10,q_consume_general_11,q_consume_general_12,q_trust_covid_1,q_trust_covid_2,q_trust_covid_3,q_trust_covid_4,q_trust_covid_5,q_trust_covid_6,q_trust_covid_7,q_trust_covid_8,q_trust_covid_9,q_trust_covid_10,q_trust_covid_11,q_trust_covid_12,q_consume_covid_1,q_consume_covid_2,q_consume_covid_3,q_consume_covid_4,q_consume_covid_5,q_consume_covid_6,q_consume_covid_7,q_consume_covid_8,q_consume_covid_9,q_consume_covid_10,q_consume_covid_11,q_consume_covid_12,q108_do,social_dist_now,social_dist_twoweeks,normalprob0,normalprob,distancingprob,wtpdistancing,q_origin,q_trumptest,q_economy,q_cases_inc,q_trump_inc,q_cases_uninc,q_trump_uninc,q_greater,q_less,aid,incentivized,factualquestions_do,quantitativepredictionsincentivi,quantitativepredictionsunincenti
2020-04-04 16:07:39,2020-04-04 16:12:43,IP Address,174.226.5.8,100,303,True,2020-04-04 16:12:43,R_1lz2G21jEDgm0Pm,,,,,37.592102,-77.495201,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Weakly Republican),21,1,Bachelor's degree,I did not earn income in 2019,23060,Very good,No,No,No,No,No,No,A fair amount,Not familiar with this outlet,Not very much,A fair amount,Not very much,A fair amount,Not very much,Not very much,A fair amount,None at all,A fair amount,Not very much,Often,Not familiar with this outlet,Sometimes,Often,Sometimes,Sometimes,Rarely,Rarely,Often,Rarely,Sometimes,Sometimes,A fair amount,Not familiar with this outlet,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,A fair amount,Sometimes,Not familiar with this outlet,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,"MSNBC|Breitbart|Wikipedia|The New York Times|Twitter|Facebook|The Wall Street Journal|CNN|The World Health Organization (WHO)|Network news (ABC, CBS, NBC)|Fox News|The Centers for Disease Control (CDC)",100,100,90,,5,1000000,It came about naturally,"No, he has not taken a test",7,550000,78,,,,,5e88e8b0-1327-fcbe-dee1-9cfdc0c44180,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 16:09:20,2020-04-04 16:12:46,IP Address,104.246.89.219,100,205,True,2020-04-04 16:12:47,R_BDQ4qLAA3GBFxXr,,,,,40.764099,-74.165398,anonymous,EN,Female,Black or African American (Not Hispanic or Latinx),Democrat (Strongly Democratic),24,0,Some college but no degree,"$1 to $9,999",07112,Good,No,No,No,No,No,No,A fair amount,Not familiar with this outlet,Not very much,Not very much,None at all,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,Sometimes,Not familiar with this outlet,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,A great deal,None at all,None at all,None at all,None at all,A fair amount,None at all,None at all,None at all,None at all,Not very much,A fair amount,Often,Never,Never,Never,Never,Often,Never,Never,Never,Never,Sometimes,Often,"Wikipedia|Breitbart|The Wall Street Journal|Facebook|The New York Times|Twitter|The World Health Organization (WHO)|MSNBC|CNN|Fox News|The Centers for Disease Control (CDC)|Network news (ABC, CBS, NBC)",0,0,,0,0,100000,It came about naturally,"No, he has not taken a test",4,,,20000,1,Equally likely to be both,True News,5e88e934-a400-fbed-440e-6835d0e3ebf8,0,Q115|Q114,,Q85|Q112|Q113
2020-04-04 16:02:07,2020-04-04 16:12:49,IP Address,99.178.133.209,100,642,True,2020-04-04 16:12:49,R_27NJeCFSombNsGP,,,,,32.966095,-117.1202,anonymous,EN,Male,Asian or Pacific Islander,Democrat (Weakly Democratic),55,0,Bachelor's degree,"$50,000 to $59,999",92129,Fair,No,No,No,No,No,No,A great deal,Not familiar with this outlet,A fair amount,Not very much,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A great deal,Often,Never,Sometimes,Often,Never,Rarely,Rarely,Rarely,Often,Sometimes,Sometimes,Sometimes,A great deal,Not familiar with this outlet,A fair amount,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A great deal,Often,Never,Rarely,Sometimes,Never,Rarely,Rarely,Rarely,Often,Rarely,Often,Often,"The New York Times|Wikipedia|The World Health Organization (WHO)|Facebook|Breitbart|MSNBC|CNN|Network news (ABC, CBS, NBC)|Fox News|The Wall Street Journal|Twitter|The Centers for Disease Control (CDC)",90,50,100,,5,10000,It came about naturally,"Yes, and he tested negative",7,50000,41,,,,,5e88e74c-f844-2103-7f32-e67600f741b7,1,Q114|Q115,Q35|Q29|Q28,
2020-04-04 16:00:50,2020-04-04 16:12:50,IP Address,67.79.183.226,100,719,True,2020-04-04 16:12:50,R_2B2iTjUhbP55VZO,,,,,28.396103,-81.468102,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Weakly Republican),55,0,Some college but no degree,"$150,000 or more",32801,Fair,No,Yes,No,Yes,Yes,Yes,A fair amount,Not familiar with this outlet,A great deal,None at all,A fair amount,A fair amount,A fair amount,A fair amount,None at all,None at all,A great deal,Not very much,Often,Not familiar with this outlet,Often,Never,Sometimes,Often,Rarely,Never,Never,Never,Rarely,Never,A fair amount,Not familiar with this outlet,A great deal,None at all,A fair amount,A fair amount,A fair amount,A fair amount,None at all,None at all,A great deal,Not very much,Often,Not familiar with this outlet,Often,Never,Often,Sometimes,Rarely,Never,Never,Never,Sometimes,Never,"Twitter|Facebook|The Wall Street Journal|The Centers for Disease Control (CDC)|Fox News|Breitbart|Network news (ABC, CBS, NBC)|The New York Times|MSNBC|CNN|The World Health Organization (WHO)|Wikipedia",70,75,100,,0,10000,It was developed intentionally in a lab,"Yes, and he tested negative",7,600000,48,,,,,5e88e6d5-8b6d-95e1-99ee-e7db1b031199,1,Q114|Q115,Q35|Q29|Q28,
2020-04-04 16:05:57,2020-04-04 16:12:53,IP Address,172.58.44.208,100,415,True,2020-04-04 16:12:53,R_Q6ZDLoQr5P7bZct,,,,,43.5784,-116.2179,anonymous,EN,Female,White (Not Hispanic or Latinx),Democrat (Strongly Democratic),37,2,High school diploma or equivalent (for example: GED),"$10,000 to $19,999",99201,Excellent,No,No,No,No,Yes,Yes,Not familiar with this outlet,Not familiar with this outlet,Not very much,A great deal,A fair amount,Not very much,Not very much,Not very much,Not familiar with this outlet,Not familiar with this outlet,A fair amount,Not familiar with this outlet,Rarely,Not familiar with this outlet,Rarely,Often,Often,Rarely,Sometimes,Rarely,Not familiar with this outlet,Rarely,Rarely,Rarely,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Often,Sometimes,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,"The World Health Organization (WHO)|Fox News|Facebook|Breitbart|CNN|The Centers for Disease Control (CDC)|Network news (ABC, CBS, NBC)|Twitter|The New York Times|The Wall Street Journal|MSNBC|Wikipedia",75,75,0,,0,0,It came about naturally,"Yes, and he tested negative",7,0,99,,,,,5e88e848-b6d6-b497-b542-eebdb6783939,1,Q115|Q114,Q35|Q29|Q28,
2020-04-04 16:03:11,2020-04-04 16:13:00,IP Address,104.191.125.253,100,589,True,2020-04-04 16:13:00,R_279xfvAM5UTngJx,,,,,30.223007,-81.759499,anonymous,EN,Male,Black or African American (Not Hispanic or Latinx),Democrat (Strongly Democratic),54,2,Associate's degree,"$60,000 to $74,999",32244,Very good,No,No,No,Yes,Yes,No,A fair amount,A great deal,A fair amount,A great deal,None at all,A great deal,A great deal,A great deal,A fair amount,A great deal,A great deal,A great deal,Often,Sometimes,Often,Often,Sometimes,Often,Often,Often,Rarely,Rarely,Rarely,Rarely,A fair amount,A great deal,A great deal,A fair amount,None at all,A great deal,A great deal,A great deal,Not very much,A great deal,A great deal,A great deal,Often,Sometimes,Often,Often,Rarely,Often,Often,Often,Rarely,Rarely,Often,Often,"The New York Times|The World Health Organization (WHO)|Fox News|MSNBC|The Wall Street Journal|Wikipedia|The Centers for Disease Control (CDC)|Breitbart|CNN|Network news (ABC, CBS, NBC)|Twitter|Facebook",80,20,100,,10,3000,It was developed intentionally in a lab,"Yes, and he tested negative",7,20000,35,,,,,5e88e790-285c-0b52-0be7-9547ca69cd61,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 16:01:29,2020-04-04 16:13:01,IP Address,73.91.127.217,100,691,True,2020-04-04 16:13:01,R_3G6ZbjuHlopghMV,,,,,27.325394,-82.473297,anonymous,EN,Female,White (Not Hispanic or Latinx),Democrat (Strongly Democratic),69,0,"Graduate degree (for example: MA, MBA, JD, PhD)","$75,000 to $99,999",34201,Very good,No,No,No,No,Yes,No,A fair amount,None at all,A great deal,Not very much,Not very much,Not very much,A fair amount,A great deal,Not very much,Not very much,A great deal,A fair amount,Often,Never,Often,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Often,Sometimes,A fair amount,Not very much,A great deal,Not very much,Not very much,A fair amount,A fair amount,A fair amount,Not very much,Not very much,A great deal,A great deal,Often,Never,Often,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Often,Sometimes,"The Wall Street Journal|The World Health Organization (WHO)|Network news (ABC, CBS, NBC)|The Centers for Disease Control (CDC)|Breitbart|Wikipedia|Twitter|The New York Times|Facebook|CNN|Fox News|MSNBC",99,80,100,,50,50,It came about naturally,"Yes, and he tested negative",7,450000,47,,,,,5e88e730-2d18-f36e-6bf9-f3e80dfec05b,1,Q115|Q114,Q35|Q29|Q28,
2020-04-04 16:03:59,2020-04-04 16:13:01,IP Address,131.93.132.105,100,542,True,2020-04-04 16:13:02,R_VHV0Mj8pRDDf9D3,,,,,46.460403,-90.161598,anonymous,EN,Female,White (Not Hispanic or Latinx),Democrat (Strongly Democratic),66,0,"Graduate degree (for example: MA, MBA, JD, PhD)","$10,000 to $19,999",49938,Good,No,Yes,No,No,Yes,Yes,Not very much,Not familiar with this outlet,Not familiar with this outlet,None at all,None at all,A fair amount,A fair amount,A fair amount,None at all,None at all,Not very much,Not very much,Sometimes,Not familiar with this outlet,Never,Never,Never,Often,Often,Sometimes,Never,Never,Never,Never,A fair amount,None at all,Not very much,None at all,None at all,A fair amount,None at all,A fair amount,None at all,None at all,Not very much,Not very much,Sometimes,Never,Never,Never,Never,Often,Rarely,Never,Never,Never,Never,Never,"The Wall Street Journal|Breitbart|The Centers for Disease Control (CDC)|The New York Times|MSNBC|Fox News|The World Health Organization (WHO)|Network news (ABC, CBS, NBC)|CNN|Twitter|Wikipedia|Facebook",90,90,50,,0,2400,It was developed intentionally in a lab,"Yes, and he tested negative",7,,,250000,30,Equally likely to be both,True News,5e88e73b-aa3c-6c6f-e99f-e2f77f70bf43,0,Q115|Q114,,Q85|Q112|Q113
2020-04-04 16:02:38,2020-04-04 16:13:03,IP Address,98.23.212.172,100,625,True,2020-04-04 16:13:03,R_zTMJDQtm7dTgBAl,,,,,34.451202,-84.153,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Weakly Republican),53,0,Bachelor's degree,"$50,000 to $59,999",30534,Good,Yes,No,No,No,Yes,Yes,A fair amount,Not very much,A fair amount,Not very much,A fair amount,Not very much,Not very much,A fair amount,Not very much,A fair amount,A great deal,A great deal,Often,Never,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Rarely,Often,Often,A fair amount,Not very much,A fair amount,Not very much,A fair amount,Not very much,Not very much,Not very much,Not very much,A fair amount,A great deal,A great deal,Often,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Rarely,Often,Often,"MSNBC|Breitbart|The Wall Street Journal|Network news (ABC, CBS, NBC)|Facebook|CNN|The Centers for Disease Control (CDC)|Twitter|The World Health Organization (WHO)|Fox News|The New York Times|Wikipedia",80,70,70,,0,5000,It came about naturally,"Yes, and he tested negative",6,,,200000,52,True News,Fake News,5e88e758-3206-6e8e-2aea-7c2c60106ec4,0,Q114|Q115,,Q85|Q113|Q112
2020-04-04 16:03:08,2020-04-04 16:13:12,IP Address,72.23.178.154,100,603,True,2020-04-04 16:13:13,R_2cdCShZVNSEcc4V,,,,,40.879501,-79.93,anonymous,EN,Female,White (Not Hispanic or Latinx),Democrat (Weakly Democratic),64,0,Associate's degree,"$50,000 to $59,999",16053,Very good,No,No,No,Yes,Yes,No,Not very much,None at all,None at all,Not very much,None at all,None at all,None at all,None at all,None at all,Not very much,Not very much,Not very much,Often,Never,Sometimes,Often,Often,Often,Never,Never,Never,Often,Sometimes,Sometimes,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,None at all,None at all,None at all,A fair amount,A fair amount,A fair amount,Often,Never,Often,Often,Often,Often,Never,Never,Never,Often,Often,Often,"Facebook|MSNBC|Wikipedia|The Wall Street Journal|Breitbart|Twitter|CNN|Network news (ABC, CBS, NBC)|The Centers for Disease Control (CDC)|Fox News|The New York Times|The World Health Organization (WHO)",90,50,80,,0,10000,It came about naturally,"Yes, and he tested negative",7,200000,40,,,,,5e88e79e-37fc-33d2-345a-056fa1012069,1,Q115|Q114,Q35|Q29|Q28,
2020-04-04 16:05:07,2020-04-04 16:13:15,IP Address,73.95.135.133,100,488,True,2020-04-04 16:13:16,R_3it1zOZ3uoysBon,,,,,39.681396,-104.8837,anonymous,EN,Male,White (Not Hispanic or Latinx),Democrat (Strongly Democratic),21,0,Some college but no degree,"$30,000 to $39,999",80634,Very good,Yes,No,No,No,Yes,Yes,A fair amount,Not very much,A fair amount,A great deal,A fair amount,A fair amount,A great deal,A fair amount,A fair amount,Not very much,A great deal,A great deal,Often,Never,Often,Often,Often,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,A great deal,Not familiar with this outlet,A great deal,A fair amount,A great deal,A fair amount,A great deal,A great deal,A fair amount,A fair amount,A fair amount,A great deal,Often,Not familiar with this outlet,Often,Often,Often,Often,Often,Often,Sometimes,Sometimes,Often,Often,"The Centers for Disease Control (CDC)|The Wall Street Journal|CNN|Wikipedia|The World Health Organization (WHO)|Twitter|Facebook|The New York Times|Breitbart|Network news (ABC, CBS, NBC)|Fox News|MSNBC",90,40,10,,5,3000,It came about naturally,"Yes, and he tested negative",7,550000,60,,,,,5e88e811-1c7c-72de-b46f-44ba503875ba,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 16:03:23,2020-04-04 16:13:26,IP Address,172.5.106.102,100,602,True,2020-04-04 16:13:27,R_3RfN5bUo4qGm0S8,,,,,31.903305,-106.417,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Strongly Republican),59,0,Associate's degree,"$20,000 to $29,999",79904,Very good,No,No,No,No,Yes,Yes,A fair amount,None at all,Not very much,None at all,Not very much,Not very much,Not very much,None at all,None at all,None at all,A fair amount,A fair amount,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,A fair amount,None at all,Not very much,Not very much,A fair amount,None at all,Not very much,Not very much,None at all,None at all,A fair amount,A fair amount,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Rarely,Never,"Twitter|CNN|The Centers for Disease Control (CDC)|MSNBC|Fox News|Breitbart|The Wall Street Journal|The World Health Organization (WHO)|Wikipedia|The New York Times|Facebook|Network news (ABC, CBS, NBC)",90,0,5,,0,3000,It was developed intentionally in a lab,"Yes, and he tested negative",6,,,5000,70,Equally likely to be both,Equally likely to be both,5e88e7a0-9355-79b9-5713-a40114516d00,0,Q114|Q115,,Q85|Q112|Q113
2020-04-04 16:03:25,2020-04-04 16:13:29,IP Address,172.8.134.193,100,603,True,2020-04-04 16:13:29,R_2CUu2yy0VeZHxhW,,,,,33.002396,-117.2128,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Strongly Republican),49,0,High school diploma or equivalent (for example: GED),"$10,000 to $19,999",92067,Very good,No,No,Yes,Yes,No,No,None at all,A great deal,None at all,A great deal,A great deal,None at all,None at all,None at all,A great deal,A great deal,A fair amount,A great deal,Sometimes,Often,Often,Often,Often,Never,Never,Never,Often,Often,Never,Sometimes,A great deal,A great deal,None at all,A great deal,A great deal,None at all,None at all,None at all,A great deal,A great deal,A fair amount,A fair amount,Sometimes,Often,Never,Often,Often,Never,Never,Not familiar with this outlet,Never,Often,Rarely,Often,"MSNBC|Breitbart|The Wall Street Journal|The World Health Organization (WHO)|Facebook|Network news (ABC, CBS, NBC)|The New York Times|The Centers for Disease Control (CDC)|Twitter|Fox News|CNN|Wikipedia",95,100,100,,100,100,It was developed intentionally in a lab,"Yes, and he tested negative",7,30000,60,,,,,5e88e75a-7aa1-386d-cacd-9356ce5ae57c,1,Q115|Q114,Q35|Q28|Q29,
2020-04-04 16:10:43,2020-04-04 16:13:34,IP Address,71.200.222.211,100,171,True,2020-04-04 16:13:34,R_2U2XTf4NNVvesZY,,,,,26.266205,-81.7164,anonymous,EN,Male,White (Not Hispanic or Latinx),Independent (Lean toward the Democratic Party),65,0,Bachelor's degree,"$50,000 to $59,999",34120,Excellent,No,No,No,No,No,No,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,"The Centers for Disease Control (CDC)|Fox News|The World Health Organization (WHO)|MSNBC|Breitbart|Network news (ABC, CBS, NBC)|Facebook|Wikipedia|The New York Times|Twitter|CNN|The Wall Street Journal",100,100,100,,100,100,It was made accidentally in a lab,"Yes, and he tested positive",7,100,100,,,,,5e88e8f0-c7d6-d6f2-95a6-9d78e3ac606b,1,Q114|Q115,Q35|Q29|Q28,
2020-04-04 16:03:25,2020-04-04 16:13:35,IP Address,68.118.76.84,100,609,True,2020-04-04 16:13:35,R_1nMYu0BV4JwARYz,,,,,44.628006,-123.9256,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Weakly Republican),66,0,High school diploma or equivalent (for example: GED),"$40,000 to $49,999",97394,Very good,No,No,No,No,No,No,A fair amount,Not familiar with this outlet,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,Not very much,Not very much,A fair amount,A fair amount,Often,Not familiar with this outlet,Rarely,Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,Rarely,Rarely,A fair amount,Not familiar with this outlet,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,Not very much,Not very much,A fair amount,A fair amount,Sometimes,Not familiar with this outlet,Rarely,Rarely,Often,Never,Never,Never,Never,Never,Sometimes,Sometimes,"The Centers for Disease Control (CDC)|Wikipedia|Network news (ABC, CBS, NBC)|Facebook|Twitter|The Wall Street Journal|CNN|The World Health Organization (WHO)|Breitbart|The New York Times|MSNBC|Fox News",90,75,80,,30,5000,It came about naturally,"No, he has not taken a test",6,27490,46,,,,,5e88e772-d85e-96be-b726-08ddfc95c9cd,1,Q115|Q114,Q35|Q29|Q28,
2020-04-04 16:08:15,2020-04-04 16:13:39,IP Address,174.255.1.228,100,323,True,2020-04-04 16:13:39,R_5jPJuWolIPgyOaJ,,,,,39.768402,-86.157997,anonymous,EN,Female,White (Not Hispanic or Latinx),Independent (Lean toward the Republican Party),34,2,Associate's degree,"$30,000 to $39,999",65542,Very good,No,No,No,Yes,No,No,A fair amount,Not familiar with this outlet,None at all,Not very much,None at all,Not very much,None at all,None at all,None at all,None at all,A fair amount,A fair amount,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,A fair amount,Not familiar with this outlet,None at all,None at all,None at all,A fair amount,None at all,None at all,None at all,None at all,A fair amount,A fair amount,Sometimes,Not familiar with this outlet,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,"Breitbart|The Centers for Disease Control (CDC)|Twitter|The Wall Street Journal|Wikipedia|Facebook|The World Health Organization (WHO)|CNN|Fox News|The New York Times|Network news (ABC, CBS, NBC)|MSNBC",85,75,50,,60,50,It was developed intentionally in a lab,"No, he has not taken a test",6,125245,52,,,,,5e88e8cb-d462-0fcf-a100-c634533f6b40,1,Q114|Q115,Q35|Q29|Q28,
